Gene	alpha	beta	gamma	delta	epsilon	zeta	eta	theta	iota
STX12	42.36	34.09	26.67	14.99	27.39	43.34	77.98	15.66	32.85
STX16	23.96	19.91	34.9	46.73	73.05	95.9	72.98	35.84	23.07
STX16-NPEPL1	1.52	2.5	1.36	14.34	3.47	10.37	11.6	1.28	0.4
STX17	9.44	14.5	12.93	9.93	10.58	15.03	34.68	3.92	8.64
STX17-AS1	0.24	0.5	0.82	0.0	0.48	0.0	0.0	0.0	0.0
STX18	24.15	29.31	99.7	78.64	40.64	37.47	39.97	44.48	16.54
STX18-AS1	1.66	4.75	10.32	5.51	2.4	1.52	14.31	4.24	2.24
STX18-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STX19	0.36	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0
STX1A	170.7	14.85	17.31	17.13	22.38	124.5	20.19	6.03	11.59
STX1B	2.45	0.21	1.91	0.43	0.55	1.53	0.28	0.0	0.03
STX2	19.69	14.67	21.58	15.89	33.56	23.39	38.17	11.72	19.15
STX3	16.76	9.07	10.33	11.94	6.67	23.95	12.89	5.4	4.34
STX4	50.91	25.86	24.36	53.13	28.01	57.83	41.96	10.34	12.4
STX5	42.02	48.3	60.11	75.82	46.92	56.28	27.49	9.62	18.55
STX6	11.55	4.93	13.41	8.79	9.44	17.8	13.19	8.0	7.94
STX7	10.46	32.17	18.31	53.54	15.05	19.67	32.8	9.15	5.22
STX8	132.77	281.75	97.9	125.52	33.21	86.89	53.91	11.62	9.72
STX8P1	0.71	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0
STXBP1	11.66	61.45	24.76	21.37	19.58	74.53	58.9	14.19	9.4
STXBP2	8.25	32.29	29.19	1.18	0.92	7.93	8.53	0.14	0.33
STXBP3	67.36	33.06	30.49	29.23	47.55	40.88	93.87	39.7	22.21
STXBP4	5.15	2.43	5.21	2.86	6.16	10.12	9.25	6.47	12.5
STXBP5	12.84	4.14	3.04	22.45	12.75	6.55	33.34	2.05	13.03
STXBP5-AS1	1.99	0.11	0.29	0.26	1.02	1.71	1.03	0.14	0.0
STXBP5L	0.06	0.02	0.01	0.0	0.51	3.04	0.0	0.0	0.03
STXBP6	20.7	6.07	6.9	15.63	151.59	0.17	6.94	6.19	0.0
STYK1	0.38	0.0	0.19	0.0	1.19	1.26	0.0	0.06	0.0
STYX	5.47	1.63	3.42	5.05	5.56	3.87	5.6	1.58	3.8
STYXL1	60.81	30.62	67.83	31.53	32.94	52.67	24.47	30.08	22.01
SUB1	458.08	119.11	281.95	208.58	274.49	154.36	168.46	46.97	101.68
SUB1P1	0.21	0.0	0.0	3.12	0.21	1.23	0.0	0.1	0.06
SUB1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUB1P3	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0
SUB1P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUCLA2	19.87	17.45	62.66	27.64	30.66	34.67	19.03	9.33	18.19
SUCLA2-AS1	0.35	0.12	0.0	0.0	0.0	0.12	0.0	0.0	0.0
SUCLA2P1	0.0	0.0	0.03	0.0	0.08	0.0	0.0	0.0	0.0
SUCLA2P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUCLA2P3	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0
SUCLG1	51.11	32.29	59.68	49.54	78.79	76.01	51.73	43.54	67.18
SUCLG2	23.04	16.12	22.36	7.7	16.76	30.18	14.12	5.41	8.09
SUCLG2-AS1	0.92	1.37	1.29	0.67	0.93	0.99	0.73	0.06	0.0
SUCLG2P2	0.0	0.05	0.13	0.0	0.07	0.26	0.02	0.0	0.02
SUCLG2P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUCNR1	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0
SUCO	17.09	18.09	17.94	15.04	18.96	27.9	23.63	5.57	8.19
SUDS3	14.86	13.13	13.41	13.71	12.12	22.47	18.45	9.2	7.57
SUDS3P1	0.36	0.26	0.47	0.72	0.27	0.66	0.0	0.48	0.21
SUFU	8.98	3.23	17.63	9.75	8.77	11.48	5.41	2.99	5.1
SUGCT	31.09	17.58	51.37	11.07	10.9	2.79	1.99	1.69	5.68
SUGP1	40.9	28.0	46.49	24.59	31.92	43.7	60.93	24.75	45.51
SUGP2	104.31	61.89	33.49	45.53	35.99	81.06	70.62	13.45	18.61
SUGT1	28.92	9.82	63.31	19.88	43.88	49.7	37.31	45.62	50.66
SUGT1P	0.15	1.0	1.13	0.0	0.16	0.0	0.0	0.0	0.0
SUGT1P2	0.38	0.0	0.42	1.62	0.25	0.71	1.33	0.41	0.1
SUGT1P3	3.42	0.4	2.18	1.44	0.36	2.66	0.6	0.0	0.48
SULF1	246.76	79.15	68.94	100.84	39.5	5.78	64.0	4.09	6.86
SULF2	0.5	1.78	0.17	310.91	13.2	43.93	13.96	0.14	0.01
SULT1A1	0.27	19.23	45.51	1.95	2.89	8.23	15.39	4.06	5.77
SULT1A2	0.12	0.09	0.55	0.69	0.2	1.94	0.02	0.0	0.3
SULT1A3	32.43	8.0	9.66	32.44	16.48	24.17	23.41	6.66	7.44
SULT1A4	10.55	0.14	19.08	3.34	2.05	3.07	11.1	0.47	0.07
SULT1B1	0.01	0.14	0.0	0.0	0.1	0.05	0.26	0.04	0.0
SULT1C2	0.04	0.0	0.01	0.0	0.01	0.03	0.35	0.66	0.0
SULT1C2P1	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT1C2P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT1C3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT1C4	0.0	0.0	8.52	0.07	1.37	13.59	3.5	0.49	0.07
SULT1D1P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT1E1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT2A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT2B1	0.0	0.06	0.16	0.0	0.2	0.0	0.0	0.0	0.3
SULT4A1	0.02	0.26	0.88	0.0	4.57	0.85	0.0	0.0	0.0
SULT6B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMF1	9.79	38.85	6.45	7.99	15.08	18.92	19.43	4.54	2.89
SUMF2	99.36	72.49	73.03	38.83	125.37	99.1	27.25	95.91	128.6
SUMO1	44.85	84.69	102.62	94.86	107.55	80.74	153.29	82.28	115.83
SUMO1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO1P3	0.0	1.47	0.91	0.42	0.75	0.94	0.7	0.83	1.1
SUMO1P4	0.0	0.5	0.0	0.0	0.0	0.0	0.41	0.0	0.39
SUMO2	346.16	395.0	399.43	406.21	469.42	494.27	324.53	379.08	195.32
SUMO2P1	1.66	8.37	9.2	1.84	0.97	4.09	3.39	0.47	0.25
SUMO2P10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P16	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P17	0.08	0.78	0.29	0.0	0.28	0.0	0.0	0.0	0.0
SUMO2P18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P3	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0
SUMO2P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P6	0.0	0.0	0.28	0.0	0.31	0.0	0.0	0.0	0.0
SUMO2P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO3	89.31	63.96	111.51	82.74	117.59	65.67	97.88	60.79	44.93
SUMO4	1.8	0.48	0.27	0.0	0.81	1.35	0.73	0.05	1.05
SUN1	156.37	42.17	104.26	27.7	332.4	130.2	207.83	63.02	143.11
SUN2	78.87	87.9	54.58	69.37	87.4	149.58	101.65	24.94	33.4
SUN3	0.29	0.15	0.11	0.09	1.83	13.54	0.0	0.0	0.0
SUN5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUOX	11.38	6.99	16.12	20.45	3.43	9.23	14.86	10.36	4.32
SUPT16H	62.78	114.91	120.28	74.59	244.04	56.48	82.53	69.3	39.71
SUPT20H	22.07	21.6	89.11	37.5	51.57	53.78	44.72	16.56	28.53
SUPT20HL1	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.16	0.0
SUPT20HL2	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0
SUPT3H	0.67	3.19	19.64	30.63	19.3	10.37	5.27	7.16	2.31
SUPT4H1	76.72	145.54	101.77	127.3	91.62	106.97	88.0	62.54	57.79
SUPT4H1P	0.0	0.13	0.0	0.0	0.36	0.0	0.0	0.0	0.0
SUPT5H	47.55	62.71	106.16	126.52	64.35	73.74	86.39	82.7	74.32
SUPT6H	55.27	47.0	33.38	45.04	43.68	58.74	31.8	22.64	22.63
SUPT7L	34.7	33.65	50.95	72.53	38.04	40.81	48.81	25.49	36.59
SUPV3L1	21.3	10.08	30.09	20.82	28.64	23.06	9.15	11.76	17.16
SURF1	12.19	43.33	42.51	38.95	45.5	52.37	19.2	10.48	5.1
SURF2	21.01	39.04	47.4	26.04	24.52	20.93	13.31	30.55	20.31
SURF4	88.22	270.65	147.57	170.72	194.31	168.98	206.87	107.95	124.99
SURF6	12.66	39.94	31.96	21.72	15.69	13.25	19.21	19.15	12.47
SURF6P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUSD1	9.12	14.41	11.87	4.92	9.18	21.54	15.75	3.03	7.65
SUSD2	0.86	3.65	1.12	3.36	0.21	0.85	0.78	0.47	0.13
SUSD3	0.08	0.04	3.92	0.0	1.02	0.0	0.0	0.9	0.01
SUSD4	8.96	15.91	8.58	0.27	5.43	38.61	0.28	0.38	9.13
SUSD5	1.6	0.37	4.33	14.57	2.86	5.39	15.04	5.02	7.91
SUSD6	7.67	14.67	13.06	11.27	13.08	21.72	9.04	3.08	3.26
SUV39H1	12.96	27.75	18.4	3.79	21.24	8.57	4.68	8.31	5.2
SUV39H2	5.56	5.41	11.66	11.95	29.19	14.0	9.53	7.29	9.92
SUV420H1	18.21	10.01	35.83	30.08	34.23	64.8	29.01	15.58	17.11
SUV420H2	20.55	12.91	7.08	8.42	8.35	15.19	12.27	3.73	7.88
SUZ12	18.82	11.94	12.72	5.94	23.48	30.21	16.2	8.24	9.91
SUZ12P1	12.68	20.14	10.6	14.82	21.82	32.81	7.37	4.87	5.54
SV2A	13.41	27.7	33.07	4.74	9.65	31.94	12.7	4.21	1.32
SV2B	0.0	0.02	0.0	0.0	0.0	0.07	0.0	0.0	0.0
SV2C	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.07	0.0
SVEP1	1.79	32.47	6.7	2.49	19.23	1.67	19.35	0.67	7.67
SVIL	16.18	3.39	17.05	11.41	12.23	25.02	17.31	5.92	1.88
SVIL-AS1	11.82	20.31	15.87	21.92	30.0	48.26	65.29	17.2	66.46
SVILP1	0.0	0.36	0.0	0.54	1.06	0.59	2.06	0.03	0.12
SVIP	20.59	7.67	20.75	2.38	7.65	35.52	7.45	2.48	2.25
SVOP	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0
SVOPL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SWAP70	14.01	4.4	0.33	6.01	13.34	16.05	11.3	6.47	8.77
SWI5	26.59	121.12	38.95	62.91	30.37	24.94	66.37	17.13	18.89
SWSAP1	1.71	3.13	1.1	1.09	0.99	1.11	1.23	2.22	0.31
SWT1	2.17	1.33	2.48	4.45	2.52	2.01	4.03	1.39	1.27
SYAP1	13.31	24.63	23.65	17.55	62.81	20.93	22.74	3.85	11.8
SYBU	0.46	44.8	2.48	0.13	0.0	0.09	1.2	0.15	10.71
SYCE1	0.0	0.0	0.03	0.0	0.03	0.12	0.0	0.0	0.0
SYCE1L	1.26	1.11	1.35	0.46	0.74	1.82	2.57	0.19	0.17
SYCE2	1.8	34.02	6.76	0.86	0.72	0.63	2.57	0.12	0.97
SYCE3	0.0	0.0	0.0	0.0	0.12	0.47	0.0	0.0	0.0
SYCN	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0
SYCP1	0.15	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYCP2	0.09	2.78	24.83	4.49	12.42	2.7	11.03	0.44	10.36
SYCP2L	0.0	0.02	0.06	1.95	0.23	2.21	1.87	0.0	0.0
SYCP3	0.0	0.15	0.02	0.05	0.11	0.77	0.49	0.09	0.17
SYDE1	46.63	89.37	23.57	12.34	20.4	45.53	28.69	9.88	9.19
SYDE2	1.37	2.28	8.04	4.23	5.5	0.24	2.27	3.63	6.07
SYF2	136.21	54.06	145.28	48.31	53.14	53.5	72.0	30.33	40.87
SYF2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYF2P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYK	0.01	4.58	15.16	0.01	0.08	0.71	26.16	0.0	7.58
SYMPK	28.23	14.05	40.48	46.12	40.81	46.74	23.31	15.41	16.33
SYN1	6.45	1.2	11.4	7.19	9.99	13.8	2.16	2.18	0.02
SYN2	0.05	0.1	1.84	0.0	0.48	1.03	0.0	0.0	0.0
SYN3	0.12	1.46	1.76	0.04	0.81	0.0	1.73	0.25	0.0
SYNC	24.37	12.93	6.89	39.97	6.07	35.53	10.1	0.37	1.51
SYNCRIP	50.36	69.4	137.95	137.87	114.85	84.58	131.03	93.41	96.04
SYNDIG1	12.24	0.0	0.21	36.44	7.42	4.4	0.0	0.0	0.0
SYNDIG1L	0.12	0.0	0.0	0.0	0.03	0.0	0.18	0.0	0.0
SYNE1	26.58	11.18	12.5	33.08	7.46	27.71	58.9	2.74	4.78
SYNE1-AS1	0.13	0.32	0.58	0.0	0.0	0.35	0.0	0.0	0.19
SYNE2	5.95	19.31	24.16	14.85	18.04	39.52	18.71	5.28	3.8
SYNE3	10.95	2.87	11.31	6.09	5.8	11.47	3.35	1.44	2.01
SYNE4	0.52	1.05	0.59	1.01	0.63	0.63	0.28	0.0	0.0
SYNGAP1	18.17	10.92	19.92	7.68	10.25	13.42	15.58	7.57	2.79
SYNGR1	19.19	18.48	17.84	8.06	15.88	45.37	6.87	12.9	30.61
SYNGR2	6.24	2.81	36.24	1.46	6.89	39.69	8.78	19.79	32.48
SYNGR3	0.0	0.0	1.44	1.35	0.57	0.2	2.1	0.29	1.8
SYNGR4	0.05	0.09	9.08	0.0	0.62	0.0	0.0	0.0	0.17
SYNJ1	4.44	21.57	15.0	8.11	9.36	6.83	18.26	4.66	15.73
SYNJ2	5.78	3.31	3.09	11.96	20.94	28.41	27.63	3.79	14.79
SYNJ2-IT1	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0
SYNJ2BP	2.47	12.38	24.87	8.93	9.81	12.65	13.22	2.95	4.06
SYNJ2BP-COX16	2.47	4.58	13.58	9.0	26.77	7.23	3.81	3.77	0.65
SYNM	19.78	0.9	11.67	15.32	12.37	27.5	7.67	1.94	13.45
SYNPO	6.71	26.91	12.17	16.07	33.02	58.34	10.4	4.91	9.24
SYNPO2	0.11	0.19	1.55	0.48	0.11	1.56	0.85	0.0	0.06
SYNPO2L	0.05	0.12	0.06	0.13	0.26	0.0	0.08	0.06	0.0
SYNPR	0.0	0.07	20.31	0.0	0.0	0.0	0.0	0.0	0.0
SYNPR-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYNRG	9.16	18.72	17.08	25.54	14.97	15.39	12.67	13.4	11.55
SYP	1.2	2.64	2.32	0.18	2.2	1.58	1.47	0.51	0.56
SYP-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYPL1	90.62	40.84	30.51	30.68	51.93	74.24	22.01	12.43	14.9
SYPL2	1.25	0.2	3.7	0.0	0.1	0.22	0.17	0.33	3.19
SYS1	9.68	8.9	6.9	10.53	18.44	18.55	7.98	17.95	5.33
SYS1-DBNDD2	0.66	1.12	6.41	3.46	5.55	3.21	2.92	0.53	0.73
SYT1	0.32	0.0	0.08	0.29	17.79	40.16	1.83	0.0	0.0
SYT10	0.0	0.0	0.05	0.0	0.0	0.02	0.0	0.2	0.0
SYT11	11.03	17.49	39.84	5.14	5.15	5.91	25.03	1.44	1.55
SYT12	12.01	0.22	8.73	1.91	13.71	1.65	1.33	20.27	20.45
SYT13	0.0	0.0	8.39	0.0	0.13	1.13	0.0	0.09	0.0
SYT14	0.0	0.0	0.0	0.55	0.1	1.35	0.0	0.0	0.0
SYT14P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYT15	0.73	0.96	8.17	0.16	25.47	1.1	4.74	0.78	1.58
SYT16	0.0	0.0	0.22	0.04	0.03	0.17	0.1	0.0	0.0
SYT17	0.0	0.53	4.72	0.04	1.16	7.8	3.13	2.19	0.41
SYT2	0.12	0.45	1.6	0.23	6.04	0.06	3.05	0.05	0.21
SYT3	0.0	0.0	0.41	0.0	0.2	0.02	0.0	0.12	0.09
SYT4	0.06	0.25	0.0	0.0	0.03	0.46	0.0	0.0	0.0
SYT5	0.79	0.0	0.04	0.0	0.69	0.22	0.0	0.0	0.0
SYT6	0.28	0.17	1.84	1.0	2.14	0.0	0.6	0.43	0.43
SYT7	10.32	1.96	0.16	1.81	1.47	0.09	0.0	0.42	0.32
SYT8	0.43	5.71	0.01	2.8	1.22	1.89	4.82	0.0	0.0
SYT9	0.0	0.01	7.4	0.0	0.0	0.01	1.01	0.0	0.04
SYTL1	0.36	0.28	3.66	2.07	2.48	4.35	0.11	0.57	1.82
SYTL2	48.65	32.2	122.81	115.76	59.77	41.39	104.6	26.96	67.64
SYTL3	0.65	0.3	0.35	3.41	6.45	7.27	2.08	0.11	0.13
SYTL4	20.5	14.56	7.4	25.8	5.01	19.72	49.72	3.01	12.57
SYTL5	0.48	1.9	1.26	13.59	2.95	2.65	0.35	0.0	0.0
SYVN1	47.47	48.95	43.61	50.14	43.12	64.96	43.14	11.37	25.72
SZRD1	158.61	112.67	550.86	125.83	106.97	113.43	289.38	88.85	123.0
SZT2	17.63	22.81	9.93	18.17	9.13	11.85	29.24	8.32	8.54
SZT2-AS1	0.0	0.2	0.0	0.0	0.2	0.54	0.0	0.37	0.0
Six3os1_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Six3os1_2	0.0	0.0	0.0	0.0	0.0	2.24	0.0	0.0	0.0
Six3os1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Six3os1_4	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.0	0.82
Six3os1_5	0.0	0.0	0.0	0.0	0.0	2.05	0.0	0.0	0.0
Six3os1_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Six3os1_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T	0.0	0.0	1.63	0.0	0.0	0.12	0.0	0.0	0.0
TAAR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0
TAAR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAAR3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAAR4P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAAR5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAAR6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAAR7P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAAR8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAAR9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAB1	22.61	16.8	16.85	22.23	12.67	14.39	12.86	9.21	5.37
TAB2	24.46	21.2	24.91	33.94	66.81	64.93	92.28	15.65	40.98
TAB3	3.13	8.86	7.83	8.56	12.12	9.86	12.07	2.57	6.88
TAB3-AS1	0.0	0.0	0.0	3.55	0.0	0.0	0.0	0.0	0.0
TAB3-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAB3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAC1	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.33	0.0
TAC3	0.07	1.69	2555.89	2.85	0.61	0.11	47.72	151.25	1509.61
TAC4	0.34	0.0	9.98	0.0	0.33	0.11	4.15	0.32	0.91
TACC1	62.06	37.05	65.01	29.84	69.73	77.49	57.96	19.51	24.73
TACC1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TACC2	12.33	0.96	1.81	19.07	14.12	23.91	7.27	0.07	0.97
TACC3	58.26	66.04	122.88	54.44	53.8	43.86	76.47	23.08	31.42
TACO1	17.61	23.21	21.18	29.78	19.45	21.45	14.1	19.69	29.96
TACR1	0.04	0.0	0.0	0.08	0.05	0.19	0.0	0.0	0.0
TACR2	0.0	0.18	0.56	0.0	0.44	0.46	0.15	0.0	0.65
TACR3	0.0	0.0	0.16	0.0	0.01	0.0	0.11	0.0	0.0
TACSTD2	0.02	0.02	0.69	0.0	6.79	0.06	1.01	0.0	0.0
TADA1	9.9	10.96	11.27	5.79	11.74	9.03	8.51	7.26	4.86
TADA2A	12.81	18.73	4.71	25.48	13.38	12.68	14.69	6.83	9.55
TADA2B	4.13	11.7	9.62	20.34	4.34	4.26	12.08	2.51	1.46
TADA3	37.02	46.02	24.66	48.98	60.01	86.96	50.86	12.39	11.61
TAF1	29.63	28.52	13.31	33.73	35.22	18.19	23.62	19.86	5.74
TAF10	93.33	89.97	116.84	103.76	54.53	76.68	33.04	38.44	24.74
TAF11	21.63	27.42	44.91	18.27	27.13	33.7	27.97	29.94	22.04
TAF12	48.73	42.01	48.83	53.22	34.44	16.32	59.34	34.09	45.47
TAF13	33.16	41.64	19.49	17.77	31.63	27.81	64.59	12.95	37.03
TAF13P2	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0
TAF15	85.61	155.07	43.27	88.46	105.71	127.89	63.48	68.11	51.64
TAF1A	6.03	3.66	7.17	4.23	6.49	6.94	6.18	8.68	6.25
TAF1A-AS1	0.74	0.99	1.23	1.71	1.33	1.53	1.03	0.73	0.42
TAF1B	9.49	4.74	9.82	7.02	13.02	15.48	66.63	37.62	23.34
TAF1C	48.86	69.14	35.95	28.43	18.42	50.52	66.22	30.68	39.12
TAF1D	167.69	81.92	128.64	130.9	142.73	63.07	67.48	79.7	118.05
TAF1L	0.0	0.0	0.0	0.02	0.01	0.0	0.0	0.0	0.0
TAF2	54.03	61.81	52.14	52.15	54.11	21.5	78.07	51.67	35.74
TAF3	5.21	2.74	4.5	4.11	9.53	7.57	4.94	5.74	3.52
TAF4	4.4	12.96	24.42	25.6	26.26	11.35	25.27	14.15	24.11
TAF4B	11.55	12.74	4.33	0.85	2.54	2.59	0.31	4.01	4.26
TAF5	8.38	3.15	4.9	2.0	5.4	4.67	3.46	1.69	4.62
TAF5L	14.17	10.77	12.23	8.16	12.81	30.14	7.99	13.45	11.1
TAF6	50.95	70.62	36.3	24.53	56.32	56.85	39.93	39.0	41.03
TAF6L	31.02	19.0	19.23	24.96	22.78	36.87	16.75	16.06	7.53
TAF7	5.53	30.68	77.81	23.29	89.37	139.31	65.39	24.63	7.72
TAF7L	0.13	1.44	0.23	0.5	0.26	0.23	1.11	0.07	0.0
TAF8	12.68	18.32	36.22	38.44	21.82	12.9	22.02	15.46	20.76
TAF9	51.94	25.5	80.2	26.85	88.64	67.55	48.73	58.11	124.54
TAF9B	26.04	14.17	25.82	13.46	47.62	12.46	60.21	32.65	29.56
TAF9BP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27
TAF9BP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAF9P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAF9P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAF9P3	0.0	0.0	0.0	33.77	0.0	0.0	0.0	19.57	0.0
TAGAP	0.0	0.05	0.1	0.0	0.66	9.78	3.7	1.79	0.09
TAGLN	28.15	279.97	36.44	27.32	9.87	8.8	119.39	2.45	1.46
TAGLN2	1138.0	1230.65	643.78	919.21	1406.82	752.81	689.14	295.88	328.94
TAGLN2P1	3.02	1.98	1.54	0.74	2.67	1.5	0.33	0.06	0.32
TAGLN3	0.09	0.1	0.0	0.27	0.0	0.09	1.7	0.52	0.0
TAL1	0.0	0.0	0.84	0.0	0.07	0.14	0.0	0.0	0.0
TAL2	0.74	0.69	0.72	0.85	0.55	0.91	0.08	0.0	0.47
TALDO1	58.7	73.09	67.39	70.34	82.55	85.59	203.1	133.86	84.79
TAMM41	11.98	8.76	9.48	8.46	12.16	11.24	25.04	28.64	9.88
TANC1	23.42	18.15	15.06	35.31	12.76	19.66	40.32	8.91	19.48
TANC2	48.17	41.14	30.39	23.09	12.82	12.93	34.29	10.66	63.28
TANGO2	13.64	9.7	17.58	26.45	15.68	21.12	23.47	8.02	6.9
TANGO6	6.58	4.55	7.37	4.02	7.86	10.98	6.32	1.85	2.01
TANK	61.15	33.16	32.17	45.8	63.02	65.34	51.44	38.55	43.38
TAOK1	11.37	10.0	7.2	3.84	18.9	16.98	13.08	4.42	7.08
TAOK2	21.99	12.83	17.37	16.54	21.04	32.09	17.14	5.32	8.26
TAOK3	27.69	24.97	26.55	37.61	20.5	17.47	37.58	13.56	16.22
TAP1	11.16	14.75	55.97	9.35	23.59	98.16	22.56	3.09	8.51
TAP2	22.63	42.6	45.94	11.54	25.76	50.02	17.74	25.91	14.55
TAPBP	26.04	23.15	51.3	6.26	27.08	91.76	78.11	33.49	23.82
TAPBPL	21.47	11.27	28.44	11.89	29.1	26.65	7.33	9.24	4.14
TAPT1	21.23	19.23	42.05	31.42	15.36	12.91	13.12	3.6	7.49
TAPT1-AS1	0.45	0.61	2.93	0.0	0.79	0.59	1.1	0.45	1.27
TARBP1	34.25	25.72	17.09	26.93	16.38	22.15	4.77	18.67	12.4
TARBP2	61.0	25.81	38.5	41.4	27.08	42.23	28.65	24.45	18.78
TARDBP	204.67000000000002	168.77	183.71	96.76	278.51	211.81	269.84	128.02	157.9
TARDBPP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TARDBPP2	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0
TARID	0.02	0.1	0.0	0.16	0.01	1.44	0.0	0.05	0.0
